year,site,area,box,recording_date,date_aprildays,sunrise,sunset,day_before_hatch,inc_start,inc_start_aprildays,first_offbout,activity_onset_time,activity_onset_abs,activity_onset_relative,chronotype,last_onbout_time,activity_end_abs,activity_end_relative,daylength,act_window,night_var,lognight_var,light_atnight,percentage_in,clutch_size,inc_length,hatching_date,hatchlings,avg_chickweight,var_chickweight,fledglings,meantemp,mintemp,maxtemp
2016,SCENE,Forest,6DL,21/05/2016,51,21/05/2016 04:53,21/05/2016 21:37,-1,08/05/2016 01:00,38,21/05/2016 05:33,05:33:00,333,40,,21/05/2016 18:51,1131,-166,1004,798,,,0.69,84.44444444,5,14,22/05/2016,3,20.13,2.1,3,10.85833333,7.9,13.1
2016,SCENE,Forest,73ST,14/05/2016,44,14/05/2016 05:06,14/05/2016 21:24,-12,09/05/2016 01:00,39,14/05/2016 05:28,05:28:00,328,22,40.66666667,14/05/2016 19:02,1142,-142,978,814,0.758987541,-0.119765353,0.5,81.66666667,9,17,26/05/2016,7,17.44,0.4,7,8.650929487,-3,17.676
2016,SCENE,Forest,73ST,15/05/2016,45,15/05/2016 05:04,15/05/2016 21:26,-11,09/05/2016 01:00,39,15/05/2016 05:28,05:28:00,328,24,,15/05/2016 19:04,1144,-142,982,816,2.003151479,0.301713792,0.5,72.08333333,9,17,26/05/2016,7,17.44,0.4,7,9.14700641,-1.9,18.177
2016,SCENE,Forest,73ST,17/05/2016,47,17/05/2016 05:00,17/05/2016 21:30,-9,09/05/2016 01:00,39,17/05/2016 05:30,05:30:00,330,30,,17/05/2016 18:48,1128,-162,990,798,0.128002727,-0.892780778,0.5,75.13888889,9,17,26/05/2016,7,17.44,0.4,7,8.763842949,-0.2,13.668
2016,SCENE,Forest,73ST,18/05/2016,48,18/05/2016 04:58,18/05/2016 21:32,-8,09/05/2016 01:00,39,18/05/2016 05:36,05:36:00,336,38,,18/05/2016 18:25,1105,-187,994,769,1.023431647,0.010058842,0.5,82.10818308,9,17,26/05/2016,7,17.44,0.4,7,11.46846474,7.2,14.4
2016,SCENE,Forest,73ST,19/05/2016,49,19/05/2016 04:57,19/05/2016 21:34,-7,09/05/2016 01:00,39,19/05/2016 05:41,05:41:00,341,44,,19/05/2016 21:01,1261,-33,997,920,0.833738507,-0.07897014,0.5,86.80555556,9,17,26/05/2016,7,17.44,0.4,7,11.71444444,7.4,17.676
2016,SCENE,Forest,73ST,20/05/2016,50,20/05/2016 04:55,20/05/2016 21:35,-6,09/05/2016 01:00,39,20/05/2016 05:41,05:41:00,341,46,,20/05/2016 19:19,1159,-136,1000,818,0.465035603,-0.332513796,0.5,83.88888889,9,17,26/05/2016,7,17.44,0.4,7,9.754166667,8,12.2
2016,SCENE,Forest,73ST,21/05/2016,51,21/05/2016 04:53,21/05/2016 21:37,-5,09/05/2016 01:00,39,21/05/2016 05:49,05:49:00,349,56,,21/05/2016 19:15,1155,-142,1004,806,0.295116063,-0.530007151,0.5,88.05555556,9,17,26/05/2016,7,17.44,0.4,7,10.85833333,7.9,13.1
2016,SCENE,Forest,73ST,22/05/2016,52,22/05/2016 04:52,22/05/2016 21:39,-4,09/05/2016 01:00,39,22/05/2016 05:55,05:55:00,355,63,,22/05/2016 19:05,1145,-154,1007,790,1.443678758,0.159470566,0.5,88.61111111,9,17,26/05/2016,7,17.44,0.4,7,10.00833333,4.8,15
2016,SCENE,Forest,73ST,23/05/2016,53,23/05/2016 04:50,23/05/2016 21:40,-3,09/05/2016 01:00,39,23/05/2016 05:33,05:33:00,333,43,,,,NA,1010,NA,,,0.5,86.24338624,9,17,26/05/2016,7,17.44,0.4,7,10.38333333,4.3,15.8
2016,SCENE,Forest,75ST,14/05/2016,44,14/05/2016 05:06,14/05/2016 21:24,-11,10/05/2016 01:00,40,14/05/2016 05:04,05:04:00,304,-2,15.18181818,14/05/2016 19:32,1172,-112,978,868,1.577636054,0.198006823,0.5,70,8,15,25/05/2016,7,18.31,0.62,7,8.650929487,-3,17.676
2016,SCENE,Forest,75ST,15/05/2016,45,15/05/2016 05:04,15/05/2016 21:26,-10,10/05/2016 01:00,40,15/05/2016 05:16,05:16:00,316,12,,15/05/2016 19:06,1146,-140,982,830,1.076078204,0.031843835,0.5,70.41666667,8,15,25/05/2016,7,18.31,0.62,7,9.14700641,-1.9,18.177
2016,SCENE,Forest,75ST,16/05/2016,46,16/05/2016 05:02,16/05/2016 21:28,-9,10/05/2016 01:00,40,16/05/2016 05:16,05:16:00,316,14,,16/05/2016 19:04,1144,-144,986,828,0.957153281,-0.019018508,0.5,91.25,8,15,25/05/2016,7,18.31,0.62,7,10.05921474,1.9,17.176
2016,SCENE,Forest,75ST,17/05/2016,47,17/05/2016 05:00,17/05/2016 21:30,-8,10/05/2016 01:00,40,17/05/2016 04:34,04:34:00,274,-26,,17/05/2016 18:40,1120,-170,990,846,0.246334775,-0.608474275,0.5,85.83333333,8,15,25/05/2016,7,18.31,0.62,7,8.763842949,-0.2,13.668
2016,SCENE,Forest,75ST,18/05/2016,48,18/05/2016 04:58,18/05/2016 21:32,-7,10/05/2016 01:00,40,18/05/2016 05:18,05:18:00,318,20,,18/05/2016 18:38,1118,-174,994,800,0.094905116,-1.022710376,0.5,84.72222222,8,15,25/05/2016,7,18.31,0.62,7,11.46846474,7.2,14.4
2016,SCENE,Forest,75ST,19/05/2016,49,19/05/2016 04:57,19/05/2016 21:34,-6,10/05/2016 01:00,40,19/05/2016 05:18,05:18:00,318,21,,19/05/2016 19:06,1146,-148,997,828,0.265996971,-0.575123309,0.5,85.41666667,8,15,25/05/2016,7,18.31,0.62,7,11.71444444,7.4,17.676
2016,SCENE,Forest,75ST,20/05/2016,50,20/05/2016 04:55,20/05/2016 21:35,-5,10/05/2016 01:00,40,20/05/2016 05:16,05:16:00,316,21,,20/05/2016 18:40,1120,-175,1000,804,0.182480051,-0.738784606,0.5,88.19444444,8,15,25/05/2016,7,18.31,0.62,7,9.754166667,8,12.2
2016,SCENE,Forest,75ST,21/05/2016,51,21/05/2016 04:53,21/05/2016 21:37,-4,10/05/2016 01:00,40,21/05/2016 05:32,05:32:00,332,39,,21/05/2016 18:44,1124,-173,1004,792,0.190094064,-0.721031444,0.5,87.91666667,8,15,25/05/2016,7,18.31,0.62,7,10.85833333,7.9,13.1
2016,SCENE,Forest,75ST,22/05/2016,52,22/05/2016 04:52,22/05/2016 21:39,-3,10/05/2016 01:00,40,22/05/2016 05:18,05:18:00,318,26,,22/05/2016 19:00,1140,-159,1007,822,0.177855838,-0.749931875,0.5,87.5,8,15,25/05/2016,7,18.31,0.62,7,10.00833333,4.8,15
2016,SCENE,Forest,75ST,23/05/2016,53,23/05/2016 04:50,23/05/2016 21:40,-2,10/05/2016 01:00,40,23/05/2016 05:12,05:12:00,312,22,,23/05/2016 18:15,1095,-205,1010,783,0.307153285,-0.512644836,0.5,86.82385576,8,15,25/05/2016,7,18.31,0.62,7,10.38333333,4.3,15.8
2016,SCENE,Forest,75ST,24/05/2016,54,24/05/2016 04:49,24/05/2016 21:42,-1,10/05/2016 01:00,40,24/05/2016 05:09,05:09:00,309,20,,24/05/2016 18:45,1125,-177,1013,816,,,0.5,90.27777778,8,15,25/05/2016,7,18.31,0.62,7,10.1375,2.3,15.8
2017,CASH,Forest,11CASH,26/05/2017,56,26/05/2017 04:46,26/05/2017 21:45,-1,0016-05-19 23:58:45,46,26/05/2017 05:15,05:15:00,315,29,29,26/05/2017 18:42,1122,-183,1019,807,,,0.33,89.375,6,730857,27/05/2017,6,,,6,17.67083333,9.2,24.9
2017,CASH,Forest,13CASH,13/05/2017,43,13/05/2017 05:08,13/05/2017 21:22,-9,0010-05-19 23:58:45,40,13/05/2017 05:47,05:47:00,347,39,42.57142857,13/05/2017 18:50,1130,-152,974,783,0.32571643,-0.487160334,0.33,88.95833333,9,733044,22/05/2017,7,19.6625,1.188392857,7,10.79007781,9.316,13.4
2017,CASH,Forest,13CASH,15/05/2017,45,15/05/2017 05:04,15/05/2017 21:26,-7,0010-05-19 23:58:45,40,15/05/2017 05:56,05:56:00,356,52,,15/05/2017 18:53,1133,-153,982,777,0.320228785,-0.494539632,0.33,93.125,9,733044,22/05/2017,7,19.6625,1.188392857,7,11.46916026,6.9,13.564
2017,CASH,Forest,13CASH,16/05/2017,46,16/05/2017 05:02,16/05/2017 21:28,-6,0010-05-19 23:58:45,40,16/05/2017 05:53,05:53:00,353,51,,16/05/2017 18:26,1106,-182,986,753,0.569611593,-0.24442118,0.33,88.125,9,733044,22/05/2017,7,19.6625,1.188392857,7,13.41592949,3.3,20.828
2017,CASH,Forest,13CASH,17/05/2017,47,17/05/2017 05:01,17/05/2017 21:29,-5,0010-05-19 23:58:45,40,17/05/2017 05:41,05:41:00,341,40,,17/05/2017 20:47,1247,-42,988,906,0.420005579,-0.376744941,0.33,89.58333333,9,733044,22/05/2017,7,19.6625,1.188392857,7,11.33695513,0.7,22.517
2017,CASH,Forest,13CASH,18/05/2017,48,18/05/2017 04:59,18/05/2017 21:31,-4,0010-05-19 23:58:45,40,18/05/2017 05:38,05:38:00,338,39,,18/05/2017 18:51,1131,-160,992,793,0.142683757,-0.845625464,0.33,85.625,9,733044,22/05/2017,7,19.6625,1.188392857,7,12.56157372,1.5,25.205
2017,CASH,Forest,13CASH,19/05/2017,49,19/05/2017 04:57,19/05/2017 21:33,-3,0010-05-19 23:58:45,40,19/05/2017 05:30,05:30:00,330,33,,19/05/2017 18:42,1122,-171,996,792,0.081246,-1.090198012,0.33,84.79166667,9,733044,22/05/2017,7,19.6625,1.188392857,7,11.10194551,0.6,17.01
2017,CASH,Forest,13CASH,20/05/2017,50,20/05/2017 04:55,20/05/2017 21:35,-2,0010-05-19 23:58:45,40,20/05/2017 05:39,05:39:00,339,44,,20/05/2017 18:27,1107,-188,1000,768,,,0.33,88.95833333,9,733044,22/05/2017,7,19.6625,1.188392857,7,10.66623077,7.6,17.636
2017,CASH,Forest,18CASH,05/05/2017,35,05/05/2017 05:24,05/05/2017 21:06,-13,0005-05-19 23:58:45,35,05/05/2017 05:45,05:45:00,345,21,42.9,05/05/2017 20:03,1203,-63,942,858,0.186173973,-0.730081033,0.32,64.79166667,7,734866,18/05/2017,5,,,5,14.22261905,4.9,33.27
2017,CASH,Forest,18CASH,06/05/2017,36,06/05/2017 05:22,06/05/2017 21:08,-12,0005-05-19 23:58:45,35,06/05/2017 05:51,05:51:00,351,29,,06/05/2017 20:39,1239,-29,946,888,0.479525335,-0.319188443,0.32,71.66666667,7,734866,18/05/2017,5,,,5,13.66979762,1.5,31.21
2017,CASH,Forest,18CASH,07/05/2017,37,07/05/2017 05:20,07/05/2017 21:10,-11,0005-05-19 23:58:45,35,07/05/2017 05:48,05:48:00,348,28,,07/05/2017 19:30,1170,-100,950,822,0.271707443,-0.565898465,0.32,85.625,7,734866,18/05/2017,5,,,5,12.66336905,0.3,28.837
2017,CASH,Forest,18CASH,08/05/2017,38,08/05/2017 05:18,08/05/2017 21:12,-10,0005-05-19 23:58:45,35,08/05/2017 05:48,05:48:00,348,30,,08/05/2017 20:06,1206,-66,954,858,0.524697084,-0.280091349,0.32,87.91666667,7,734866,18/05/2017,5,,,5,11.97154167,0.6,28.462
2017,CASH,Forest,18CASH,09/05/2017,39,09/05/2017 05:16,09/05/2017 21:14,-9,0005-05-19 23:58:45,35,09/05/2017 05:48,05:48:00,348,32,,09/05/2017 20:15,1215,-59,958,867,0.527380565,-0.277875879,0.32,88.125,7,734866,18/05/2017,5,,,5,12.43023214,3.8,30.148
2017,CASH,Forest,18CASH,10/05/2017,40,10/05/2017 05:14,10/05/2017 21:16,-8,0005-05-19 23:58:45,35,10/05/2017 05:21,05:21:00,321,7,,10/05/2017 20:12,1212,-64,962,891,0.370585095,-0.431112052,0.32,90.20833333,7,734866,18/05/2017,5,,,5,10.52624206,1.1,20.899
2017,CASH,Forest,18CASH,11/05/2017,41,11/05/2017 05:12,11/05/2017 21:18,-7,0005-05-19 23:58:45,35,11/05/2017 06:33,06:33:00,393,81,,11/05/2017 19:25,1165,-113,966,772,0.07366287,-1.132751364,0.32,82.53638254,7,734866,18/05/2017,5,,,5,12.68752183,0.3,31.834
2017,CASH,Forest,18CASH,12/05/2017,42,12/05/2017 05:10,12/05/2017 21:20,-6,0005-05-19 23:58:45,35,12/05/2017 06:22,06:22:00,382,72,,12/05/2017 19:46,1186,-94,970,804,0.067775217,-1.168929083,0.32,88.33333333,7,734866,18/05/2017,5,,,5,12.95327778,7.6,24.65
2017,CASH,Forest,18CASH,13/05/2017,43,13/05/2017 05:08,13/05/2017 21:22,-5,0005-05-19 23:58:45,35,13/05/2017 06:19,06:19:00,379,71,,13/05/2017 19:13,1153,-129,974,774,0.064638938,-1.189505788,0.32,91.04166667,7,734866,18/05/2017,5,,,5,10.79007781,9.316,13.4
2017,CASH,Forest,18CASH,14/05/2017,44,14/05/2017 05:06,14/05/2017 21:24,-4,0005-05-19 23:58:45,35,14/05/2017 06:04,06:04:00,364,58,,14/05/2017 19:55,1195,-89,978,831,,,0.32,88.125,7,734866,18/05/2017,5,,,5,12.36427244,5.9,23.142
2017,CASH,Forest,21CASH,05/05/2017,35,05/05/2017 05:24,05/05/2017 21:06,-9,0028-04-19 23:58:45,28,05/05/2017 05:06,05:06:00,306,-18,-9.5,05/05/2017 18:51,1131,-135,942,825,0.083122877,-1.080279434,0.32,76.04166667,6,726491,14/05/2017,6,18.45,0.679,6,14.22261905,4.9,33.27
2017,CASH,Forest,21CASH,06/05/2017,36,06/05/2017 05:22,06/05/2017 21:08,-8,0028-04-19 23:58:45,28,06/05/2017 05:21,05:21:00,321,-1,,06/05/2017 19:15,1155,-113,946,834,,,0.32,74.58333333,6,726491,14/05/2017,6,18.45,0.679,6,13.66979762,1.5,31.21
2017,CASH,Forest,37CASH,05/05/2017,35,05/05/2017 05:24,05/05/2017 21:06,-8,0028-04-19 23:58:45,28,05/05/2017 05:11,05:11:00,311,-13,2,05/05/2017 21:35,1295,29,942,984,0.587096006,-0.231290874,0.36,77.29166667,6,726490,13/05/2017,6,,,6,14.22261905,4.9,33.27
2017,CASH,Forest,37CASH,06/05/2017,36,06/05/2017 05:22,06/05/2017 21:08,-7,0028-04-19 23:58:45,28,06/05/2017 05:29,05:29:00,329,7,,06/05/2017 19:35,1175,-93,946,846,0.432075598,-0.36444026,0.36,79.79166667,6,726490,13/05/2017,6,,,6,13.66979762,1.5,31.21
2017,CASH,Forest,37CASH,07/05/2017,37,07/05/2017 05:20,07/05/2017 21:10,-6,0028-04-19 23:58:45,28,07/05/2017 05:32,05:32:00,332,12,,07/05/2017 19:26,1166,-104,950,834,,,0.36,79.79166667,6,726490,13/05/2017,6,,,6,12.66336905,0.3,28.837
2017,CASH,Forest,407CASH,05/05/2017,35,05/05/2017 05:24,05/05/2017 21:06,-11,0002-05-19 23:58:45,32,05/05/2017 06:05,06:05:00,365,41,26,05/05/2017 19:56,1196,-70,942,831,4.618898316,0.664538401,0.51,80.20833333,6,735960,16/05/2017,6,,,6,14.22261905,4.9,33.27
2017,CASH,Forest,407CASH,06/05/2017,36,06/05/2017 05:22,06/05/2017 21:08,-10,0002-05-19 23:58:45,32,06/05/2017 04:56,04:56:00,296,-26,,06/05/2017 19:59,1199,-69,946,903,2.779821377,0.44401689,0.51,81.04166667,6,735960,16/05/2017,6,,,6,13.66979762,1.5,31.21
2017,CASH,Forest,407CASH,07/05/2017,37,07/05/2017 05:20,07/05/2017 21:10,-9,0002-05-19 23:58:45,32,07/05/2017 06:23,06:23:00,383,63,,07/05/2017 20:05,1205,-65,950,822,,,0.51,86.66666667,6,735960,16/05/2017,6,,,6,12.66336905,0.3,28.837
2017,CASH,Forest,40CASH,12/05/2017,42,12/05/2017 05:10,12/05/2017 21:20,-7,0006-05-19 23:58:45,36,12/05/2017 05:39,05:39:00,339,29,-1.75,12/05/2017 19:06,1146,-134,970,807,0.266231499,-0.574740563,0.36,88.75,8,734502,19/05/2017,8,18.88571429,0.911428571,8,12.95327778,7.6,24.65
2017,CASH,Forest,40CASH,13/05/2017,43,13/05/2017 05:08,13/05/2017 21:22,-6,0006-05-19 23:58:45,36,13/05/2017 04:30,04:30:00,270,-38,,13/05/2017 19:27,1167,-115,974,897,0.182209294,-0.739429475,0.36,87.29166667,8,734502,19/05/2017,8,18.88571429,0.911428571,8,10.79007781,9.316,13.4
2017,CASH,Forest,40CASH,14/05/2017,44,14/05/2017 05:06,14/05/2017 21:24,-5,0006-05-19 23:58:45,36,14/05/2017 05:39,05:39:00,339,33,,14/05/2017 19:24,1164,-120,978,825,0.40800087,-0.389338911,0.36,90.83333333,8,734502,19/05/2017,8,18.88571429,0.911428571,8,12.36427244,5.9,23.142
2017,CASH,Forest,40CASH,15/05/2017,45,15/05/2017 05:04,15/05/2017 21:26,-4,0006-05-19 23:58:45,36,15/05/2017 04:33,04:33:00,273,-31,,15/05/2017 18:51,1131,-155,982,858,,,0.36,88.54166667,8,734502,19/05/2017,8,18.88571429,0.911428571,8,11.46916026,6.9,13.564
2017,CASH,Forest,430CASH,12/05/2017,42,12/05/2017 05:10,12/05/2017 21:20,-9,0005-05-19 23:58:45,35,12/05/2017 05:33,05:33:00,333,23,27.5,12/05/2017 18:48,1128,-152,970,795,0.167775536,-0.775271365,0.4,86.66666667,7,734869,21/05/2017,2,,,0,12.95327778,7.6,24.65
2017,CASH,Forest,430CASH,13/05/2017,43,13/05/2017 05:08,13/05/2017 21:22,-8,0005-05-19 23:58:45,35,13/05/2017 05:36,05:36:00,336,28,,13/05/2017 18:24,1104,-178,974,768,0.195574013,-0.708688853,0.4,89.16666667,7,734869,21/05/2017,2,,,0,10.79007781,9.316,13.4
2017,CASH,Forest,430CASH,14/05/2017,44,14/05/2017 05:06,14/05/2017 21:24,-7,0005-05-19 23:58:45,35,14/05/2017 05:36,05:36:00,336,30,,14/05/2017 18:36,1116,-168,978,780,0.116146867,-0.934992501,0.4,88.125,7,734869,21/05/2017,2,,,0,12.36427244,5.9,23.142
2017,CASH,Forest,430CASH,15/05/2017,45,15/05/2017 05:04,15/05/2017 21:26,-6,0005-05-19 23:58:45,35,15/05/2017 05:33,05:33:00,333,29,,15/05/2017 18:33,1113,-173,982,780,,,0.4,90.41666667,7,734869,21/05/2017,2,,,0,11.46916026,6.9,13.564
2017,CASH,Forest,444CASH,06/05/2017,36,06/05/2017 05:22,06/05/2017 21:08,-12,0001-05-19 23:58:45,31,06/05/2017 05:55,05:55:00,355,33,25,06/05/2017 18:55,1135,-133,946,780,0.178975073,-0.747207452,0.51,82.70833333,7,736327,18/05/2017,5,,,5,13.66979762,1.5,31.21
2017,CASH,Forest,444CASH,07/05/2017,37,07/05/2017 05:20,07/05/2017 21:10,-11,0001-05-19 23:58:45,31,07/05/2017 05:37,05:37:00,337,17,,07/05/2017 18:46,1126,-144,950,789,,,0.51,85.625,7,736327,18/05/2017,5,,,5,12.66336905,0.3,28.837
2017,CASH,Forest,460CASH,07/05/2017,37,07/05/2017 05:20,07/05/2017 21:10,-10,0004-05-19 23:58:45,34,07/05/2017 05:37,05:37:00,337,17,21.75,07/05/2017 19:58,1198,-72,950,861,0.176336168,-0.753658601,0.43,79.58333333,5,735230,17/05/2017,5,18.91333333,1.833633333,5,12.66336905,0.3,28.837
2017,CASH,Forest,460CASH,08/05/2017,38,08/05/2017 05:18,08/05/2017 21:12,-9,0004-05-19 23:58:45,34,08/05/2017 05:16,05:16:00,316,-2,,08/05/2017 19:58,1198,-74,954,882,0.11771902,-0.929153362,0.43,83.33333333,5,735230,17/05/2017,5,18.91333333,1.833633333,5,11.97154167,0.6,28.462
2017,CASH,Forest,460CASH,09/05/2017,39,09/05/2017 05:16,09/05/2017 21:14,-8,0004-05-19 23:58:45,34,09/05/2017 05:28,05:28:00,328,12,,09/05/2017 20:31,1231,-43,958,903,0.064141449,-1.192861233,0.43,84.58333333,5,735230,17/05/2017,5,18.91333333,1.833633333,5,12.43023214,3.8,30.148
2017,CASH,Forest,460CASH,10/05/2017,40,10/05/2017 05:14,10/05/2017 21:16,-7,0004-05-19 23:58:45,34,10/05/2017 05:37,05:37:00,337,23,,10/05/2017 20:49,1249,-27,962,912,0.044210867,-1.354470968,0.43,83.54166667,5,735230,17/05/2017,5,18.91333333,1.833633333,5,10.52624206,1.1,20.899
2017,CASH,Forest,460CASH,11/05/2017,41,11/05/2017 05:12,11/05/2017 21:18,-6,0004-05-19 23:58:45,34,11/05/2017 05:46,05:46:00,346,34,,11/05/2017 20:29,1229,-49,966,883,0.190595653,-0.719887009,0.43,76.71517672,5,735230,17/05/2017,5,18.91333333,1.833633333,5,12.68752183,0.3,31.834
2017,CASH,Forest,460CASH,12/05/2017,42,12/05/2017 05:10,12/05/2017 21:20,-5,0004-05-19 23:58:45,34,12/05/2017 05:35,05:35:00,335,25,,12/05/2017 20:35,1235,-45,970,900,0.168593402,-0.773159426,0.43,84.16666667,5,735230,17/05/2017,5,18.91333333,1.833633333,5,12.95327778,7.6,24.65
2017,CASH,Forest,460CASH,13/05/2017,43,13/05/2017 05:08,13/05/2017 21:22,-4,0004-05-19 23:58:45,34,13/05/2017 05:41,05:41:00,341,33,,13/05/2017 19:14,1154,-128,974,813,0.18983004,-0.721635061,0.43,89.16666667,5,735230,17/05/2017,5,18.91333333,1.833633333,5,10.79007781,9.316,13.4
2017,CASH,Forest,460CASH,14/05/2017,44,14/05/2017 05:06,14/05/2017 21:24,-3,0004-05-19 23:58:45,34,14/05/2017 05:38,05:38:00,338,32,,14/05/2017 18:59,1139,-145,978,801,,,0.43,85.625,5,735230,17/05/2017,5,18.91333333,1.833633333,5,12.36427244,5.9,23.142
2017,CASH,Forest,46CASH,10/05/2017,40,10/05/2017 05:14,10/05/2017 21:16,-10,0007-05-19 23:58:45,37,10/05/2017 05:32,05:32:00,332,18,27.5,10/05/2017 19:35,1175,-101,962,843,0.124506257,-0.904808823,0.3,90.83333333,5,734138,20/05/2017,5,20.36,0.803,4,10.52624206,1.1,20.899
2017,CASH,Forest,46CASH,11/05/2017,41,11/05/2017 05:12,11/05/2017 21:18,-9,0007-05-19 23:58:45,37,11/05/2017 05:38,05:38:00,338,26,,11/05/2017 19:02,1142,-136,966,804,0.14941626,-0.825602139,0.3,85.625,5,734138,20/05/2017,5,20.36,0.803,4,12.68752183,0.3,31.834
2017,CASH,Forest,46CASH,12/05/2017,42,12/05/2017 05:10,12/05/2017 21:20,-8,0007-05-19 23:58:45,37,12/05/2017 05:32,05:32:00,332,22,,12/05/2017 19:41,1181,-99,970,849,0.116774079,-0.932653549,0.3,90.625,5,734138,20/05/2017,5,20.36,0.803,4,12.95327778,7.6,24.65
2017,CASH,Forest,46CASH,13/05/2017,43,13/05/2017 05:08,13/05/2017 21:22,-7,0007-05-19 23:58:45,37,13/05/2017 05:38,05:38:00,338,30,,13/05/2017 19:17,1157,-125,974,819,0.136002872,-0.86645192,0.3,90.41666667,5,734138,20/05/2017,5,20.36,0.803,4,10.79007781,9.316,13.4
2017,CASH,Forest,46CASH,14/05/2017,44,14/05/2017 05:06,14/05/2017 21:24,-6,0007-05-19 23:58:45,37,14/05/2017 05:38,05:38:00,338,32,,14/05/2017 19:05,1145,-139,978,807,0.172149368,-0.764094567,0.3,90.41666667,5,734138,20/05/2017,5,20.36,0.803,4,12.36427244,5.9,23.142
2017,CASH,Forest,46CASH,15/05/2017,45,15/05/2017 05:04,15/05/2017 21:26,-5,0007-05-19 23:58:45,37,15/05/2017 05:41,05:41:00,341,37,,15/05/2017 18:53,1133,-153,982,792,,,0.3,92.08333333,5,734138,20/05/2017,5,20.36,0.803,4,11.46916026,6.9,13.564
2017,CASH,Forest,72CASH,05/05/2017,35,05/05/2017 05:24,05/05/2017 21:06,-13,0003-05-19 23:58:45,33,05/05/2017 05:34,05:34:00,334,10,24,05/05/2017 19:31,1171,-95,942,837,0.833041589,-0.079333316,0.3,68.95833333,7,735597,18/05/2017,6,19.61,0.3042,6,14.22261905,4.9,33.27
2017,CASH,Forest,72CASH,06/05/2017,36,06/05/2017 05:22,06/05/2017 21:08,-12,0003-05-19 23:58:45,33,06/05/2017 05:40,05:40:00,340,18,,06/05/2017 19:40,1180,-88,946,840,0.451278916,-0.345554956,0.3,82.08333333,7,735597,18/05/2017,6,19.61,0.3042,6,13.66979762,1.5,31.21
2017,CASH,Forest,72CASH,07/05/2017,37,07/05/2017 05:20,07/05/2017 21:10,-11,0003-05-19 23:58:45,33,07/05/2017 05:46,05:46:00,346,26,,07/05/2017 19:43,1183,-87,950,837,0.26980762,-0.568945789,0.3,83.54166667,7,735597,18/05/2017,6,19.61,0.3042,6,12.66336905,0.3,28.837
2017,CASH,Forest,72CASH,08/05/2017,38,08/05/2017 05:18,08/05/2017 21:12,-10,0003-05-19 23:58:45,33,08/05/2017 05:37,05:37:00,337,19,,08/05/2017 19:34,1174,-98,954,837,0.309446366,-0.509414613,0.3,87.08333333,7,735597,18/05/2017,6,19.61,0.3042,6,11.97154167,0.6,28.462
2017,CASH,Forest,72CASH,09/05/2017,39,09/05/2017 05:16,09/05/2017 21:14,-9,0003-05-19 23:58:45,33,09/05/2017 05:52,05:52:00,352,36,,09/05/2017 19:31,1171,-103,958,819,0.494724321,-0.305636739,0.3,87.5,7,735597,18/05/2017,6,19.61,0.3042,6,12.43023214,3.8,30.148
2017,CASH,Forest,72CASH,10/05/2017,40,10/05/2017 05:14,10/05/2017 21:16,-8,0003-05-19 23:58:45,33,10/05/2017 05:49,05:49:00,349,35,,10/05/2017 19:37,1177,-99,962,828,,,0.3,88.125,7,735597,18/05/2017,6,19.61,0.3042,6,10.52624206,1.1,20.899
2017,CASH,Forest,81CASH,05/05/2017,35,05/05/2017 05:24,05/05/2017 21:06,-14,0005-05-19 23:58:45,35,05/05/2017 05:05,05:05:00,305,-19,8.6,05/05/2017 19:08,1148,-118,942,843,0.575319537,-0.240090878,0.3,51.04166667,8,734867,19/05/2017,6,18.74,0.908,6,14.22261905,4.9,33.27
2017,CASH,Forest,81CASH,06/05/2017,36,06/05/2017 05:22,06/05/2017 21:08,-13,0005-05-19 23:58:45,35,06/05/2017 04:08,04:08:00,248,-74,,06/05/2017 19:11,1151,-117,946,903,0.259399406,-0.586031023,0.3,72.70833333,8,734867,19/05/2017,6,18.74,0.908,6,13.66979762,1.5,31.21
2017,CASH,Forest,81CASH,07/05/2017,37,07/05/2017 05:20,07/05/2017 21:10,-12,0005-05-19 23:58:45,35,07/05/2017 05:26,05:26:00,326,6,,07/05/2017 19:23,1163,-107,950,837,0.158950758,-0.798737397,0.3,76.45833333,8,734867,19/05/2017,6,18.74,0.908,6,12.66336905,0.3,28.837
2017,CASH,Forest,81CASH,08/05/2017,38,08/05/2017 05:18,08/05/2017 21:12,-11,0005-05-19 23:58:45,35,08/05/2017 05:29,05:29:00,329,11,,08/05/2017 19:02,1142,-130,954,813,0.127603159,-0.894138574,0.3,81.66666667,8,734867,19/05/2017,6,18.74,0.908,6,11.97154167,0.6,28.462
2017,CASH,Forest,81CASH,09/05/2017,39,09/05/2017 05:16,09/05/2017 21:14,-10,0005-05-19 23:58:45,35,09/05/2017 05:29,05:29:00,329,13,,09/05/2017 19:38,1178,-96,958,849,0.092311629,-1.034743585,0.3,81.875,8,734867,19/05/2017,6,18.74,0.908,6,12.43023214,3.8,30.148
2017,CASH,Forest,81CASH,10/05/2017,40,10/05/2017 05:14,10/05/2017 21:16,-9,0005-05-19 23:58:45,35,10/05/2017 05:38,05:38:00,338,24,,10/05/2017 19:02,1142,-134,962,804,0.165020661,-0.782461678,0.3,86.04166667,8,734867,19/05/2017,6,18.74,0.908,6,10.52624206,1.1,20.899
